0.63561,-0.019155,-0.0013759,-0.1714,-0.018027,-0.0013206,-0.84327,-0.021972,-0.0012511,-1.6702,-0.011132,-0.0013796
0.62384,-0.016379,-0.0013739,-0.18299,-0.015063,-0.0013247,-0.85634,-0.019091,-0.0012467,-1.6917,-0.0081338,-0.0013858
0.60327,-0.012314,-0.0013756,-0.20296,-0.010531,-0.0013499,-0.8787,-0.01499,-0.0012333,-1.7232,-0.0042539,-0.0013801
0.59501,-0.010714,-0.0013741,-0.21072,-0.0087755,-0.0013547,-0.88831,-0.013244,-0.0012308,-1.7376,-0.0024549,-0.0013862
0.58817,-0.0093106,-0.0013678,-0.2168,-0.0072602,-0.0013531,-0.89636,-0.011706,-0.001223,-1.7496,-0.00092963,-0.0013862
0.58141,-0.0077855,-0.0013733,-0.22311,-0.0054525,-0.0013771,-0.90408,-0.010056,-0.0012283,-1.7592,0.00032699,-0.0013806
0.57642,-0.0065062,-0.0013724,-0.22733,-0.0040484,-0.0013825,-0.91037,-0.0085907,-0.0012283,-1.7689,0.0017324,-0.0013842
0.56861,-0.0042596,-0.0013716,-0.23339,-0.0014794,-0.0014045,-0.9205,-0.0058837,-0.0012388,-1.783,0.0038872,-0.001381
0.56585,-0.0032974,-0.0013717,-0.23515,-0.00042258,-0.0014111,-0.9244,-0.0047048,-0.0012422,-1.7892,0.0049105,-0.0013832
0.56421,-0.0025847,-0.0013663,-0.23566,0.00035676,-0.0014113,-0.92707,-0.0037796,-0.0012401,-1.7942,0.0057895,-0.0013856
0.56196,-0.0018537,-0.0013707,-0.23682,0.0012575,-0.0014315,-0.93046,-0.0026606,-0.0012632,-1.7973,0.0063118,-0.0013818
0.56045,-0.0013966,-0.0013715,-0.23718,0.0017795,-0.0014387,-0.93286,-0.0019702,-0.0012695,-1.8003,0.0067627,-0.0013821
0.5588,-0.000917,-0.00137,-0.23617,0.0023815,-0.001455,-0.93621,-0.00083106,-0.0012972,-1.8036,0.0072461,-0.0013822
0.5583,-0.00073804,-0.0013721,-0.23542,0.0025972,-0.0014635,-0.93726,-0.00042135,-0.0013065,-1.8044,0.0073583,-0.0013812
0.55854,-0.00071016,-0.0013681,-0.23379,0.0026321,-0.001465,-0.93739,-0.00017876,-0.0013098,-1.8056,0.0075793,-0.0013857
0.55826,-0.00057643,-0.001371,-0.2324,0.0027449,-0.0014745,-0.93825,0.00037882,-0.0013377,-1.8055,0.007588,-0.0013838
0.55863,-0.00056528,-0.0013707,-0.22933,0.0027412,-0.0014851,-0.93799,0.00077538,-0.0013533,-1.806,0.0076758,-0.0013866
0.55867,-0.00056509,-0.0013723,-0.22735,0.0025996,-0.0014866,-0.93808,0.001152,-0.0013797,-1.8055,0.0075979,-0.0013854
0.55852,-0.00057619,-0.0013758,-0.22622,0.0025666,-0.0014951,-0.93798,0.0013021,-0.0013914,-1.8045,0.0073888,-0.0013807
0.55885,-0.00078316,-0.0013727,-0.22452,0.0023094,-0.0014962,-0.93723,0.0012337,-0.0013963,-1.8051,0.0073981,-0.0013865
0.55878,-0.000991,-0.0013728,-0.22248,0.0018629,-0.001491,-0.93604,0.00097266,-0.001395,-1.8045,0.0071548,-0.0013856
0.5576,-0.0018205,-0.0013743,-0.22121,0.00089605,-0.001498,-0.93695,0.00073117,-0.0014385,-1.8033,0.0062838,-0.0013854
0.5569,-0.0024009,-0.001373,-0.22009,9.4963e-05,-0.0014923,-0.93625,8.8861e-05,-0.0014377,-1.8025,0.0057173,-0.0013852
0.55562,-0.0028058,-0.001378,-0.21994,-0.00049794,-0.0014924,-0.93754,9.177e-05,-0.0014745,-1.801,0.0050561,-0.0013795
0.55509,-0.0031984,-0.0013765,-0.21941,-0.00097546,-0.0014928,-0.93714,-0.00024443,-0.0014812,-1.8017,0.0048343,-0.0013846
0.55461,-0.003476,-0.001374,-0.21845,-0.001442,-0.001487,-0.9362,-0.00058471,-0.0014813,-1.802,0.0046319,-0.0013855
0.55101,-0.0042088,-0.0013791,-0.21968,-0.0025427,-0.0014828,-0.93831,-0.0010106,-0.0015221,-1.8029,0.0037617,-0.0013842
0.54914,-0.0049816,-0.0013752,-0.22056,-0.0034624,-0.001477,-0.93883,-0.0018486,-0.0015229,-1.8035,0.0031201,-0.0013862
0.5458,-0.0056608,-0.001382,-0.22235,-0.0044809,-0.0014698,-0.9412,-0.0024261,-0.0015477,-1.8033,0.0021858,-0.0013822
0.54272,-0.0065866,-0.0013821,-0.22489,-0.0054859,-0.0014707,-0.94318,-0.0033802,-0.0015556,-1.8042,0.0013213,-0.0013842
0.53456,-0.0087549,-0.0013844,-0.23104,-0.0081249,-0.0014561,-0.94857,-0.00577,-0.0015673,-1.8058,-0.00092071,-0.0013836
0.5295,-0.010047,-0.0013851,-0.23586,-0.0094784,-0.0014577,-0.95257,-0.0071351,-0.0015745,-1.8073,-0.0022112,-0.0013839
0.52423,-0.011569,-0.0013799,-0.24086,-0.011081,-0.0014524,-0.95667,-0.0087743,-0.0015742,-1.8095,-0.0035465,-0.0013871
0.51735,-0.012903,-0.001386,-0.24655,-0.012774,-0.0014417,-0.96159,-0.010499,-0.0015682,-1.8112,-0.0050883,-0.001384
0.51047,-0.014245,-0.0013875,-0.25347,-0.014159,-0.001444,-0.96758,-0.011954,-0.001574,-1.814,-0.006479,-0.0013829
0.49627,-0.01623,-0.0013873,-0.26668,-0.016548,-0.0014269,-0.97848,-0.014706,-0.0015494,-1.823,-0.0084125,-0.0013843
0.48865,-0.016781,-0.0013892,-0.27458,-0.017122,-0.0014296,-0.98545,-0.015401,-0.0015526,-1.8285,-0.0090638,-0.0013814
0.48148,-0.017162,-0.001385,-0.28197,-0.017539,-0.0014257,-0.99191,-0.015952,-0.0015486,-1.8362,-0.0092197,-0.0013861
0.47388,-0.017006,-0.0013881,-0.28875,-0.017715,-0.0014116,-0.997,-0.016585,-0.0015119,-1.8437,-0.0091635,-0.0013842
0.4665,-0.016518,-0.0013908,-0.29662,-0.017229,-0.0014151,-1.0041,-0.016252,-0.001513,-1.8517,-0.0088276,-0.0013796
0.45196,-0.015387,-0.0013885,-0.31092,-0.01643,-0.001396,-1.0159,-0.016176,-0.0014603,-1.8712,-0.0074988,-0.0013839
0.44445,-0.014683,-0.001392,-0.3191,-0.015709,-0.0014004,-1.0235,-0.015617,-0.0014599,-1.8796,-0.0070114,-0.0013775
0.43795,-0.013987,-0.0013892,-0.32621,-0.015008,-0.0013981,-1.0302,-0.015075,-0.0014524,-1.89,-0.0060537,-0.0013842
0.43163,-0.013056,-0.0013894,-0.33244,-0.014235,-0.0013903,-1.0361,-0.014452,-0.0014397,-1.8992,-0.0051088,-0.0013841
0.42529,-0.011943,-0.0013935,-0.33917,-0.013233,-0.001386,-1.0415,-0.014013,-0.0014008,-1.9076,-0.0042124,-0.0013782
0.41491,-0.0099626,-0.0013894,-0.35057,-0.011321,-0.001377,-1.053,-0.012343,-0.0013801,-1.926,-0.0019489,-0.0013838
0.40964,-0.0088524,-0.0013942,-0.35615,-0.010348,-0.0013714,-1.0577,-0.011837,-0.0013438,-1.9333,-0.0010556,-0.0013786
0.40543,-0.0079577,-0.0013924,-0.36127,-0.0094079,-0.0013703,-1.0632,-0.010974,-0.0013371,-1.9413,-5.759e-06,-0.0013818
0.40167,-0.0072033,-0.001389,-0.36557,-0.0086874,-0.0013637,-1.068,-0.010314,-0.0013251,-1.9484,0.0008789,-0.0013834
0.39418,-0.0057282,-0.0013935,-0.3743,-0.0072991,-0.0013578,-1.0772,-0.0092665,-0.0012916,-1.9597,0.0022378,-0.0013808
0.39169,-0.0052612,-0.0013883,-0.37763,-0.0068025,-0.0013519,-1.0812,-0.0087774,-0.0012813,-1.965,0.002897,-0.0013834
0.38846,-0.0045942,-0.0013949,-0.38099,-0.006291,-0.001347,-1.0849,-0.0084037,-0.0012636,-1.9688,0.0033496,-0.0013799
0.38626,-0.0041344,-0.001395,-0.38426,-0.0057476,-0.0013485,-1.0891,-0.007833,-0.0012617,-1.9729,0.0038625,-0.0013809
0.38479,-0.0038456,-0.0013897,-0.3867,-0.0053866,-0.0013442,-1.0924,-0.0074296,-0.0012545,-1.9769,0.0043885,-0.0013852
0.38108,-0.0029412,-0.0013977,-0.39163,-0.0045148,-0.0013437,-1.0991,-0.0064475,-0.0012499,-1.982,0.0050976,-0.0013826
0.38044,-0.0026719,-0.0013924,-0.39326,-0.0041538,-0.00134,-1.1017,-0.0059999,-0.0012452,-1.9852,0.0056165,-0.0013873
0.37907,-0.0022322,-0.0013972,-0.39481,-0.0038036,-0.0013371,-1.1043,-0.0054732,-0.0012483,-1.9869,0.0059199,-0.0013856
0.37829,-0.0019263,-0.0013985,-0.39668,-0.0033794,-0.0013408,-1.1071,-0.0049383,-0.0012526,-1.9882,0.0061512,-0.0013829
0.37822,-0.0017749,-0.0013936,-0.39772,-0.0031199,-0.0013381,-1.1091,-0.0045607,-0.0012509,-1.9905,0.0065674,-0.0013884
0.3773,-0.001218,-0.0013981,-0.39984,-0.002491,-0.0013399,-1.1132,-0.0035409,-0.0012665,-1.9914,0.006881,-0.0013817
0.37773,-0.0011032,-0.0013937,-0.40033,-0.0022558,-0.0013381,-1.1144,-0.0031733,-0.0012674,-1.9931,0.0072685,-0.0013877
0.37769,-0.00090109,-0.0013947,-0.40049,-0.0020917,-0.0013349,-1.1156,-0.002721,-0.0012782,-1.9934,0.0074383,-0.0013873
0.37772,-0.00072003,-0.0013975,-0.40141,-0.001773,-0.001341,-1.1171,-0.0022763,-0.0012873,-1.9927,0.0074322,-0.0013817
0.37877,-0.00058171,-0.0013928,-0.4012,-0.0015396,-0.0013358,-1.1178,-0.0018157,-0.0012876,-1.9937,0.0078386,-0.0013872
0.37898,-0.00041712,-0.0013958,-0.40183,-0.0012362,-0.0013423,-1.1192,-0.0012342,-0.0013096,-1.9927,0.0078101,-0.0013817
0.37984,-0.00039631,-0.0013924,-0.4017,-0.0010863,-0.0013423,-1.1193,-0.00098217,-0.001313,-1.9931,0.0080155,-0.0013849
0.38051,-0.00037408,-0.0013896,-0.40105,-0.0010742,-0.0013369,-1.1188,-0.00087703,-0.0013107,-1.9928,0.0081103,-0.0013856
0.38074,-0.00025312,-0.0013933,-0.40139,-0.00084342,-0.0013433,-1.1196,-0.00040697,-0.0013315,-1.9916,0.0080317,-0.0013804
0.38254,-0.00029988,-0.0013864,-0.40029,-0.00073695,-0.001339,-1.1185,-0.00015168,-0.0013336,-1.9912,0.0082406,-0.0013837
0.38278,-0.00018034,-0.001391,-0.40031,-0.00055047,-0.0013446,-1.1187,0.00025261,-0.0013536,-1.9898,0.0081599,-0.0013793
0.38365,-0.00021009,-0.0013891,-0.39994,-0.00045416,-0.0013463,-1.1182,0.00040721,-0.0013587,-1.9894,0.008223,-0.0013804
0.38473,-0.0002917,-0.0013837,-0.39901,-0.00047248,-0.0013421,-1.117,0.00043567,-0.0013576,-1.9891,0.0083207,-0.0013829
0.38492,-0.00015351,-0.0013888,-0.39876,-0.00031494,-0.0013461,-1.1169,0.00078797,-0.0013761,-1.9879,0.0082608,-0.0013791
0.38698,-0.00028733,-0.001381,-0.39731,-0.00023012,-0.0013448,-1.1147,0.00093419,-0.0013814,-1.987,0.0083986,-0.0013824
