0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,20.74,1.5169
0,0,20.2,1.374
0,0,19.66,1.2338
0,0,19.118,1.0969
0,0,18.576,0.96344
0,0,18.033,0.83382
0,0,17.488,0.70822
0,0,16.944,0.5868
0,0,16.398,0.46963
0,0,15.851,0.35678
0,0,15.304,0.24829
0,0,14.756,0.14416
0,0,14.208,0.04439
0,0,13.658,-0.051064
0,0,13.108,-0.14225
0,0,12.558,-0.2292
0,0,12.007,-0.31199
0,0,11.455,-0.39066
0,0,10.903,-0.46526
0,0,10.35,-0.53583
0,0,9.7971,-0.60242
0,0,9.2435,-0.66508
0,0,8.6895,-0.72388
0,0,8.1337,-0.79234
0,0,7.5734,-0.89213
0,0,7.0079,-1.0181
0,0,6.4368,-1.1595
0,0,5.8601,-1.3069
0,0,5.278,-1.4525
0,0,4.6911,-1.5899
0,0,4.1013,-1.7131
0,0,3.5121,-1.8165
0,0,2.923,-1.8992
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
