0.7646,0.049929,-0.0036544,3.4369e-05,-0.049939,0.069866,-0.0043981,4.5009e-05,0.043207,-0.058784,0.0015952,-4.5773e-05,-0.76921,-0.041628,0.00079498,-3.3537e-05
0.76506,0.049391,-0.0037497,3.6319e-05,-0.049907,0.069926,-0.0045316,4.7659e-05,0.045094,-0.061376,0.0016946,-4.826e-05,-0.76774,-0.043632,0.00084086,-3.4787e-05
0.76565,0.048671,-0.0038315,3.7994e-05,-0.049723,0.069784,-0.0046497,4.9977e-05,0.046684,-0.063543,0.0017522,-4.974e-05,-0.76642,-0.045417,0.00086255,-3.5404e-05
0.76631,0.047857,-0.0039043,3.9525e-05,-0.049547,0.06965,-0.004769,5.24e-05,0.048558,-0.066127,0.0018496,-5.2107e-05,-0.76449,-0.048075,0.00096854,-3.8017e-05
0.76741,0.046585,-0.0040444,4.2677e-05,-0.0493,0.06962,-0.0049914,5.7074e-05,0.052213,-0.071203,0.0020813,-5.765e-05,-0.76174,-0.051909,0.0010813,-4.0651e-05
0.76766,0.046346,-0.0041098,4.4272e-05,-0.049568,0.070134,-0.0051113,5.9762e-05,0.053474,-0.073071,0.0021764,-5.9779e-05,-0.76018,-0.054131,0.0012138,-4.3766e-05
0.76751,0.046658,-0.0041652,4.577e-05,-0.050212,0.071168,-0.0052188,6.2297e-05,0.05478,-0.075,0.0023451,-6.3678e-05,-0.75923,-0.055541,0.001333,-4.6451e-05
0.76677,0.047761,-0.0042107,4.7239e-05,-0.051421,0.072976,-0.005315,6.4769e-05,0.055237,-0.075826,0.0024947,-6.6917e-05,-0.75908,-0.055927,0.0014401,-4.8628e-05
1.0957,-0.0044594,-0.0014208,6.7509e-07,0.424,-0.0022615,-0.0013428,-1.5154e-06,-0.40906,-0.001386,-0.0012328,-4.7829e-06,-1.0984,-0.00099741,-0.001298,-2.8057e-06
1.0767,-0.00027266,-0.001416,9.5785e-07,0.40955,0.0016662,-0.0013216,-1.652e-06,-0.41569,0.0015256,-0.0011504,-6.2307e-06,-1.111,0.0029497,-0.0012763,-3.0108e-06
1.0648,0.0018745,-0.0014556,1.9135e-06,0.39724,0.0041783,-0.0013822,-3.529e-07,-0.42817,0.0042235,-0.0012189,-4.9061e-06,-1.1232,0.0056027,-0.0013448,-1.5963e-06
1.0598,0.0019116,-0.0014459,1.9083e-06,0.39344,0.0042838,-0.0013765,-3.3969e-07,-0.43546,0.0051669,-0.0012621,-4.0503e-06,-1.1263,0.0057447,-0.0013413,-1.5706e-06
1.0572,0.00088509,-0.0014377,1.9023e-06,0.392,0.0033203,-0.001372,-3.3161e-07,-0.43644,0.0043154,-0.0012639,-4.0178e-06,-1.127,0.0048117,-0.001339,-1.5525e-06
1.0563,-0.00092601,-0.0014295,1.893e-06,0.39234,0.0015674,-0.0013675,-3.2764e-07,-0.43556,0.0026663,-0.0012655,-3.991e-06,-1.1259,0.0030845,-0.0013365,-1.5395e-06
1.0559,-0.0054659,-0.001405,1.8534e-06,0.39467,-0.002872,-0.0013506,-3.2375e-07,-0.43196,-0.0015845,-0.0012615,-3.9141e-06,-1.1219,-0.0013138,-0.001324,-1.5097e-06
1.0544,-0.0073234,-0.0013938,1.8362e-06,0.39456,-0.0046822,-0.0013432,-3.2173e-07,-0.43137,-0.0033074,-0.0012603,-3.8801e-06,-1.1212,-0.0031031,-0.0013186,-1.4967e-06
1.0512,-0.0086027,-0.0013844,1.8242e-06,0.3928,-0.0059147,-0.0013376,-3.1865e-07,-0.43236,-0.0044566,-0.0012608,-3.852e-06,-1.1221,-0.0043131,-0.001315,-1.4851e-06
1.0463,-0.0093722,-0.0013772,1.818e-06,0.38941,-0.0066382,-0.001334,-3.1453e-07,-0.43494,-0.0051006,-0.0012632,-3.8306e-06,-1.1246,-0.0050127,-0.0013134,-1.4752e-06
1.0323,-0.0093659,-0.0013675,1.8194e-06,0.3784,-0.0065429,-0.0013315,-3.0301e-07,-0.44418,-0.0048582,-0.0012724,-3.8024e-06,-1.1338,-0.004866,-0.0013147,-1.4583e-06
1.0233,-0.0084359,-0.0013649,1.8272e-06,0.37105,-0.0055698,-0.0013324,-2.9501e-07,-0.45058,-0.0038173,-0.0012792,-3.7943e-06,-1.1402,-0.0038648,-0.0013176,-1.4505e-06
1.0136,-0.0070551,-0.0013633,1.8388e-06,0.3629,-0.004148,-0.0013344,-2.8537e-07,-0.45773,-0.0023324,-0.0012869,-3.788e-06,-1.1474,-0.0024147,-0.0013214,-1.4422e-06
1.0034,-0.0052936,-0.0013623,1.8531e-06,0.35429,-0.0023483,-0.0013368,-2.7405e-07,-0.46533,-0.00047475,-0.0012951,-3.7816e-06,-1.1551,-0.00058712,-0.0013258,-1.4326e-06
0.99082,-0.0027853,-0.0014098,3.0811e-06,0.34352,0.000159,-0.001385,8.7281e-07,-0.47341,0.0016563,-0.0013146,-3.5074e-06,-1.1647,0.0018929,-0.0013714,-4.0178e-07
0.9735,0.00041182,-0.0013854,2.5579e-06,0.32919,0.0035,-0.001375,5.3068e-07,-0.48852,0.005855,-0.0013794,-2.2542e-06,-1.1775,0.0053984,-0.0013754,-4.8724e-07
0.96447,0.0023033,-0.0014022,2.9821e-06,0.32219,0.0053168,-0.0013874,7.4208e-07,-0.49153,0.0069463,-0.0013367,-3.5883e-06,-1.1829,0.0070849,-0.0013775,-5.9463e-07
0.95622,0.0042975,-0.0014251,3.6419e-06,0.3154,0.0073899,-0.0014187,1.5181e-06,-0.49936,0.0096557,-0.0014282,-1.2873e-06,-1.1891,0.0092585,-0.0014174,3.4077e-07
0.95132,0.0055905,-0.0013906,2.809e-06,0.31206,0.0087371,-0.0013914,7.7859e-07,-0.503,0.011428,-0.0014426,-1.0427e-06,-1.1917,0.010689,-0.0013981,-2.3704e-07
